name,stars,forks,watchers,open_issues,primary_language,languages,created_at,updated_at
DevToys,28140,1505,28140,234,C#,"['C#', 'SCSS', 'HTML', 'JavaScript', 'TypeScript', 'PowerShell', 'Shell', 'Batchfile', 'CSS']",2021-09-29T01:40:41Z,2025-03-03T19:37:27Z
the-super-tiny-compiler,28132,2866,28132,17,JavaScript,['JavaScript'],2016-03-11T04:19:18Z,2025-03-03T13:58:23Z
immer,28125,856,28125,54,JavaScript,"['JavaScript', 'TypeScript', 'MDX', 'HTML', 'CSS']",2017-12-29T12:25:47Z,2025-03-03T08:16:56Z
backbone,28101,5369,28101,59,JavaScript,"['JavaScript', 'HTML', 'CoffeeScript']",2010-09-30T19:41:28Z,2025-03-03T19:29:32Z
druid,28077,8592,28077,2226,Java,"['Java', 'HTML', 'CSS', 'TSQL', 'JavaScript', 'PLSQL', 'SCSS', 'Batchfile', 'Shell', 'Dockerfile']",2011-11-03T05:12:51Z,2025-03-03T08:23:27Z
tuning_playbook,28073,2314,28073,10,,[],2023-01-18T23:32:32Z,2025-03-03T15:34:30Z
Complete-Python-3-Bootcamp,28066,86151,28066,243,Jupyter Notebook,"['Jupyter Notebook', 'Python']",2018-02-12T19:30:10Z,2025-03-03T21:39:40Z
ChatGPT,28062,4480,28062,11,Python,"['Python', 'Makefile', 'Batchfile']",2022-12-03T14:35:24Z,2025-03-03T16:01:54Z
tokio,28054,2571,28054,340,Rust,"['Rust', 'RenderScript']",2016-09-09T22:31:36Z,2025-03-03T20:48:03Z
filebrowser,28028,3164,28028,105,Go,"['Go', 'Vue', 'TypeScript', 'CSS', 'HTML', 'Makefile', 'JavaScript', 'Shell', 'Dockerfile']",2015-09-11T21:21:58Z,2025-03-03T20:02:21Z
stb,28008,7771,28008,301,C,"['C', 'C++', 'Shell', 'Makefile', 'Batchfile']",2014-05-25T16:51:23Z,2025-03-03T19:58:29Z
nginxconfig.io,27978,2063,27978,60,JavaScript,"['JavaScript', 'Vue', 'SCSS', 'Shell']",2018-01-05T14:21:14Z,2025-03-03T19:31:23Z
xyflow,27976,1809,27976,127,TypeScript,"['TypeScript', 'Svelte', 'CSS', 'JavaScript']",2019-07-15T14:47:30Z,2025-03-03T17:35:46Z
GPT_API_free,27961,2054,27961,64,Python,['Python'],2023-04-23T12:42:08Z,2025-03-03T18:03:40Z
data-science-ipython-notebooks,27950,7932,27950,40,Python,"['Python', 'CSS', 'Makefile', 'Dockerfile']",2015-01-23T19:38:29Z,2025-03-03T21:34:47Z
viper,27940,2030,27940,513,Go,"['Go', 'Makefile', 'Nix', 'Shell']",2014-04-02T14:33:33Z,2025-03-03T21:44:27Z
reverse-interview,27938,2110,27938,24,,[],2019-09-08T13:38:40Z,2025-03-03T21:02:19Z
mantine,27920,1966,27920,29,TypeScript,"['TypeScript', 'MDX', 'CSS', 'JavaScript', 'Shell']",2021-01-07T14:02:19Z,2025-03-03T19:18:32Z
medusa,27920,2990,27920,134,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Handlebars', 'CSS', 'HTML']",2020-01-18T13:39:04Z,2025-03-03T20:34:14Z
os-tutorial,27914,3355,27914,121,C,"['C', 'Assembly', 'Makefile']",2014-09-29T08:39:34Z,2025-03-03T20:54:58Z
glances,27871,1552,27871,194,Python,"['Python', 'Vue', 'Makefile', 'JavaScript', 'SCSS', 'Dockerfile', 'Shell', 'HTML']",2011-12-04T08:49:15Z,2025-03-03T20:56:14Z
xstate,27870,1283,27870,144,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Svelte', 'CSS', 'HTML']",2015-09-14T15:04:15Z,2025-03-03T21:15:37Z
jan,27859,1629,27859,147,TypeScript,"['TypeScript', 'SCSS', 'JavaScript', 'Makefile', 'Shell', 'Batchfile', 'Dockerfile', 'NSIS']",2023-08-17T02:17:10Z,2025-03-03T21:22:02Z
react-select,27847,4146,27847,450,TypeScript,"['TypeScript', 'JavaScript', 'CSS']",2014-08-26T04:27:45Z,2025-03-03T19:55:01Z
firecrawl,27805,2308,27805,144,TypeScript,"['TypeScript', 'Python', 'Rust', 'Shell', 'JavaScript', 'Dockerfile', 'CSS', 'Go', 'HTML', 'Procfile']",2024-04-15T21:02:29Z,2025-03-03T21:37:39Z
restic,27794,1585,27794,410,Go,"['Go', 'Shell', 'Dockerfile', 'Makefile']",2014-04-27T14:07:58Z,2025-03-03T21:39:02Z
diffusers,27787,5721,27787,594,Python,"['Python', 'Dockerfile', 'Makefile']",2022-05-30T16:04:02Z,2025-03-03T21:43:22Z
applied-ml,27782,3734,27782,2,,[],2020-07-04T18:57:47Z,2025-03-03T17:13:54Z
waifu2x,27771,2707,27771,157,Lua,"['Lua', 'HTML', 'Shell', 'JavaScript', 'Python', 'CSS', 'Ruby', 'Dockerfile']",2015-05-17T07:29:15Z,2025-03-03T15:55:26Z
Charts,27755,6026,27755,991,Swift,"['Swift', 'Objective-C', 'Ruby', 'Shell', 'C']",2015-03-20T10:49:12Z,2025-03-03T10:15:33Z
mobx,27746,1780,27746,67,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'CSS', 'Shell']",2015-03-14T14:31:38Z,2025-03-03T14:22:43Z
DeepFaceLive,27723,314,27723,1,Python,"['Python', 'Shell', 'Dockerfile']",2020-12-15T12:19:22Z,2025-03-03T21:49:05Z
ink,27711,634,27711,80,TypeScript,"['TypeScript', 'JavaScript']",2017-06-12T06:12:28Z,2025-03-03T20:52:08Z
ghostty,27690,700,27690,167,Zig,"['Zig', 'Swift', 'C++', 'C', 'Shell', 'Nix', 'Metal', 'GLSL', 'TypeScript', 'Dockerfile', 'Elvish', 'CSS', 'Objective-C', 'Makefile', 'HTML']",2022-03-29T17:38:26Z,2025-03-03T21:53:35Z
90DaysOfDevOps,27690,6385,27690,9,Shell,"['Shell', 'Go', 'Python', 'HCL', 'Dockerfile', 'Jinja', 'PowerShell', 'Makefile', 'HTML']",2021-12-26T13:55:18Z,2025-03-03T14:21:06Z
crewAI,27671,3742,27671,132,Python,"['Python', 'HTML']",2023-10-27T03:26:59Z,2025-03-03T21:50:43Z
vnpy,27671,9188,27671,9,Python,"['Python', 'Shell', 'Batchfile']",2015-03-02T03:36:58Z,2025-03-03T18:23:33Z
CLIP,27652,3467,27652,240,Jupyter Notebook,"['Jupyter Notebook', 'Python']",2020-12-16T11:24:42Z,2025-03-03T19:20:47Z
vhr,27622,10294,27622,214,Java,['Java'],2018-01-04T08:57:51Z,2025-03-03T18:21:49Z
gitbook,27615,3927,27615,56,TypeScript,"['TypeScript', 'CSS', 'JavaScript']",2014-03-31T03:01:56Z,2025-03-03T21:10:29Z
hosts,27599,2274,27599,85,Python,"['Python', 'Batchfile', 'Shell', 'Nix', 'Dockerfile']",2012-04-12T20:22:50Z,2025-03-03T20:46:37Z
textual,27564,851,27564,214,Python,"['Python', 'Scheme', 'Jinja', 'TypeScript', 'Makefile']",2021-04-08T15:24:47Z,2025-03-03T21:33:01Z
helm,27540,7195,27540,777,Go,"['Go', 'Shell', 'Makefile']",2015-10-06T01:07:32Z,2025-03-03T20:58:32Z
it-tools,27533,3290,27533,656,Vue,"['Vue', 'TypeScript', 'JavaScript', 'HTML', 'Dockerfile', 'EJS']",2020-04-05T11:50:24Z,2025-03-03T19:06:59Z
yapi,27512,4821,27512,1603,JavaScript,"['JavaScript', 'SCSS', 'CSS', 'Less', 'HTML']",2016-05-30T09:09:09Z,2025-03-03T12:44:08Z
motion,27499,909,27499,260,TypeScript,"['TypeScript', 'HTML', 'JavaScript', 'CSS', 'Makefile', 'Dockerfile']",2018-11-16T09:48:38Z,2025-03-03T21:13:16Z
Retrieval-based-Voice-Conversion-WebUI,27486,3907,27486,522,Python,"['Python', 'Jupyter Notebook', 'Batchfile', 'Shell', 'Dockerfile']",2023-03-27T09:59:10Z,2025-03-03T21:14:33Z
ResumeSample,27462,8982,27462,11,,[],2014-09-08T08:08:13Z,2025-03-03T15:05:51Z
Daily-Interview-Question,27455,3289,27455,262,JavaScript,['JavaScript'],2019-01-19T10:49:00Z,2025-03-03T20:17:02Z
Xray-core,27443,4162,27443,21,Go,"['Go', 'HTML', 'Shell', 'Assembly']",2020-11-09T11:23:10Z,2025-03-03T17:28:33Z
python-fire,27442,1448,27442,157,Python,['Python'],2017-02-21T21:35:07Z,2025-03-03T19:53:37Z
Jobs_Applier_AI_Agent_AIHawk,27402,4093,27402,31,Python,"['Python', 'CSS']",2024-08-04T12:15:06Z,2025-03-03T20:06:49Z
underscore,27391,5507,27391,51,JavaScript,"['JavaScript', 'HTML']",2009-10-25T18:31:06Z,2025-03-03T09:59:03Z
dragonfly,27360,1013,27360,231,C++,"['C++', 'C', 'Python', 'CMake', 'Shell', 'Lua', 'Go', 'Smarty', 'Lex', 'Dockerfile', 'Makefile']",2021-12-11T10:00:42Z,2025-03-03T21:35:13Z
Python-programming-exercises,27355,6869,27355,156,,[],2012-06-14T07:56:46Z,2025-03-03T19:02:24Z
TrackersListCollection,27339,1673,27339,1,,[],2019-10-03T15:55:07Z,2025-03-03T16:09:05Z
aos,27313,2621,27313,371,JavaScript,"['JavaScript', 'CSS']",2015-07-09T17:49:00Z,2025-03-03T16:33:03Z
mindsdb,27275,4900,27275,155,Python,"['Python', 'Dockerfile', 'HCL', 'Makefile', 'HTML', 'Mako', 'Shell']",2018-08-02T17:56:45Z,2025-03-03T20:33:12Z
weui,27269,6391,27269,60,HTML,"['HTML', 'Less', 'JavaScript']",2014-12-18T04:09:54Z,2025-03-03T20:16:55Z
awesome-sysadmin,27261,1530,27261,40,,[],2014-12-23T08:41:22Z,2025-03-03T17:42:25Z
AdGuardHome,27255,1945,27255,1072,Go,"['Go', 'TypeScript', 'CSS', 'Shell', 'Makefile', 'HTML', 'JavaScript', 'Dockerfile']",2016-07-06T10:31:47Z,2025-03-03T21:50:05Z
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27225,7905,27225,204,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'HTML', 'CSS', 'Shell']",2013-01-14T15:46:28Z,2025-03-03T19:13:31Z
dnSpy,27176,5209,27176,185,C#,"['C#', 'Visual Basic .NET', 'PowerShell', 'Batchfile']",2015-07-01T16:05:10Z,2025-03-03T21:40:57Z
firecracker,27158,1884,27158,87,Rust,"['Rust', 'Python', 'Shell', 'C', 'Dockerfile']",2017-10-19T06:18:47Z,2025-03-03T18:53:59Z
MinerU,27119,2088,27119,79,Python,"['Python', 'TypeScript', 'Dockerfile', 'Batchfile', 'Makefile', 'Shell']",2024-02-29T08:52:34Z,2025-03-03T21:16:09Z
mongoose,27116,3857,27116,220,JavaScript,"['JavaScript', 'TypeScript', 'Pug', 'Shell', 'HTML']",2010-04-06T21:39:05Z,2025-03-03T21:33:38Z
turborepo,27108,1920,27108,167,Rust,"['Rust', 'TypeScript', 'Raku', 'JavaScript', 'Perl', 'Shell', 'Makefile', 'Dockerfile', 'Handlebars', ""Cap'n Proto"", 'C++']",2021-10-05T17:37:11Z,2025-03-03T21:28:10Z
JCSprout,27106,7075,27106,45,Java,['Java'],2017-12-17T09:06:50Z,2025-03-03T14:31:50Z
commander.js,27097,1702,27097,12,JavaScript,"['JavaScript', 'TypeScript']",2011-08-14T21:33:58Z,2025-03-03T08:09:23Z
Tvlist-awesome-m3u-m3u8,27073,3235,27073,30,,[],2017-02-18T03:59:25Z,2025-03-03T12:05:41Z
Web,27063,6189,27063,74,,[],2017-01-03T11:44:33Z,2025-03-03T12:13:27Z
python-telegram-bot,27055,5518,27055,16,Python,"['Python', 'Makefile', 'Shell']",2015-07-07T15:30:39Z,2025-03-03T19:11:41Z
tdesktop,27045,5400,27045,878,C++,"['C++', 'Objective-C++', 'CMake', 'Python', 'CSS', 'Shell', 'Dockerfile', 'JavaScript', 'Batchfile', 'Objective-C', 'Inno Setup', 'C', 'VBScript']",2014-05-02T12:36:31Z,2025-03-03T18:27:24Z
anoma,27030,3794,27030,226,Elixir,"['Elixir', 'hoon', 'Common Lisp', 'Shell', 'Dockerfile', 'Makefile']",2021-02-02T10:00:16Z,2025-03-03T21:10:07Z
wails,27024,1300,27024,270,Go,"['Go', 'HTML', 'JavaScript', 'Objective-C', 'CSS', 'C', 'NSIS', 'TypeScript', 'Svelte', 'Vue', 'Shell']",2018-12-15T23:14:06Z,2025-03-03T21:40:32Z
duckdb,27023,2123,27023,408,C++,"['C++', 'C', 'Python', 'Julia', 'Swift', 'CMake', 'Shell', 'Makefile', 'R']",2018-06-26T15:04:45Z,2025-03-03T21:52:28Z
swagger-ui,27014,9028,27014,1256,JavaScript,"['JavaScript', 'SCSS', 'HTML', 'Shell', 'Dockerfile', 'CSS']",2011-07-15T22:56:39Z,2025-03-03T16:03:18Z
redash,27008,4427,27008,687,Python,"['Python', 'JavaScript', 'TypeScript', 'Less', 'HTML', 'Shell', 'Dockerfile', 'Makefile', 'CSS', 'Mako']",2013-10-28T13:19:39Z,2025-03-03T18:26:30Z
codemirror5,26972,4962,26972,432,JavaScript,"['JavaScript', 'HTML', 'CSS', 'Shell']",2011-01-14T13:44:03Z,2025-03-03T06:20:37Z
legacy-homebrew,26962,11287,26962,0,,[],2009-05-20T19:38:37Z,2025-03-02T08:06:09Z
Avalonia,26944,2327,26944,1659,C#,"['C#', 'Objective-C++', 'TypeScript', 'Objective-C', 'HTML', 'C++', 'PowerShell', 'Shell', 'C', 'F#', 'JavaScript', 'CSS', 'Batchfile']",2013-12-05T20:13:21Z,2025-03-03T16:21:40Z
vue-vben-admin,26925,7342,26925,78,Vue,"['Vue', 'TypeScript', 'CSS', 'JavaScript', 'HTML', 'SCSS', 'Shell', 'Dockerfile']",2020-07-11T02:29:21Z,2025-03-03T14:33:59Z
coder2gwy,26914,3715,26914,127,,[],2020-12-30T14:40:50Z,2025-03-03T14:06:18Z
rust-course,26886,2341,26886,76,Rust,"['Rust', 'Handlebars', 'JavaScript', 'Shell', 'PowerShell', 'CSS']",2018-08-07T05:01:21Z,2025-03-03T14:08:10Z
ace,26881,5285,26881,148,JavaScript,"['JavaScript', 'HTML', 'Shell', 'Makefile', 'CSS']",2010-10-27T10:43:36Z,2025-03-03T21:53:29Z
headlessui,26881,1107,26881,108,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Shell', 'HTML']",2020-09-16T09:53:09Z,2025-03-03T21:09:03Z
data-engineer-handbook,26871,5484,26871,24,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Makefile', 'Dockerfile', 'Shell']",2023-11-19T19:47:41Z,2025-03-03T20:33:56Z
k6,26867,1307,26867,711,Go,"['Go', 'JavaScript', 'Python', 'HTML', 'Shell', 'Dockerfile', 'Makefile']",2016-03-21T15:30:24Z,2025-03-03T17:50:30Z
rethinkdb,26858,1855,26858,1353,C++,"['C++', 'Python', 'JavaScript', 'C', 'Ruby', 'Makefile', 'Shell', 'HTML', 'Haskell', 'XSLT', 'Perl', 'CSS', 'Less', 'AppleScript', 'Roff']",2012-10-30T05:37:47Z,2025-03-03T20:46:43Z
angular-cli,26852,11985,26852,295,TypeScript,"['TypeScript', 'Starlark', 'HTML', 'JavaScript', 'EJS', 'Shell', 'jq', 'CSS']",2015-06-04T19:49:37Z,2025-03-03T20:44:56Z
kit,26840,2450,26840,56,Go,"['Go', 'Shell']",2015-02-03T00:01:19Z,2025-03-03T20:19:44Z
taichi,26838,2331,26838,856,C++,"['C++', 'Python', 'C', 'CMake', 'Objective-C++', 'Cuda', 'Objective-C', 'GLSL', 'Dockerfile', 'Shell', 'PowerShell', 'Jupyter Notebook', 'Makefile']",2016-11-24T10:00:05Z,2025-03-03T16:30:56Z
mongo,26835,5632,26835,83,C++,"['C++', 'JavaScript', 'Python', 'C', 'Starlark', 'Shell', 'TLA', 'Rich Text Format', 'Dockerfile', 'Smarty', 'Batchfile', 'HTML', 'PowerShell', 'GDB']",2009-01-15T16:15:18Z,2025-03-03T20:46:36Z
openssl,26825,10353,26825,1885,C,"['C', 'Perl', 'C++', 'Raku', 'Assembly', 'Shell', 'M4', 'Python', 'CMake', 'eC', 'DIGITAL Command Language', 'Dockerfile', 'Ruby', 'sed']",2013-01-15T22:34:48Z,2025-03-03T21:10:33Z
Faker,26800,3588,26800,228,PHP,"['PHP', 'Makefile']",2011-10-14T22:49:02Z,2025-03-03T16:15:28Z
gitflow,26767,2670,26767,321,Shell,['Shell'],2010-01-20T23:14:12Z,2025-03-03T18:03:56Z
hangzhou_house_knowledge,26748,5291,26748,104,CSS,"['CSS', 'HTML']",2018-02-24T01:54:18Z,2025-03-02T11:13:53Z
twenty,26716,2834,26716,158,TypeScript,"['TypeScript', 'MDX', 'JavaScript', 'HCL', 'Shell', 'CSS', 'Dockerfile', 'HTML', 'Makefile']",2022-12-01T13:04:40Z,2025-03-03T21:11:56Z
fastai,26696,7580,26696,238,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'CSS']",2017-09-09T17:43:36Z,2025-03-03T19:31:28Z
drizzle-orm,26660,783,26660,1375,TypeScript,"['TypeScript', 'JavaScript']",2021-06-24T09:03:05Z,2025-03-03T21:41:47Z
xgboost,26656,8744,26656,428,C++,"['C++', 'Python', 'Cuda', 'R', 'Scala', 'Java', 'CMake', 'Shell', 'C', 'PowerShell', 'HCL', 'M4']",2014-02-06T17:28:03Z,2025-03-03T20:00:02Z
so-vits-svc,26640,4917,26640,28,Python,"['Python', 'Jupyter Notebook']",2023-03-10T09:31:09Z,2025-03-03T21:25:13Z
react-virtualized,26636,3066,26636,3,JavaScript,"['JavaScript', 'CSS', 'HTML']",2015-11-03T00:48:07Z,2025-03-03T21:34:33Z
Rectangle,26549,809,26549,94,Swift,"['Swift', 'Objective-C']",2019-06-21T21:34:53Z,2025-03-03T21:25:48Z
vagrant,26524,4452,26524,756,Ruby,"['Ruby', 'Go', 'MDX', 'Shell', 'PowerShell', 'HTML', 'Makefile', 'JavaScript', 'Nix', 'Dockerfile', 'C', 'Emacs Lisp', 'HCL', 'Vim Script']",2010-01-21T08:34:27Z,2025-03-03T20:46:20Z
30-Days-Of-React,26507,7556,26507,237,JavaScript,"['JavaScript', 'HTML', 'SCSS', 'CSS']",2020-09-29T13:38:54Z,2025-03-03T21:02:14Z
cascadia-code,26506,819,26506,145,Python,['Python'],2019-07-10T22:50:20Z,2025-03-03T18:41:43Z
khoj,26506,1441,26506,76,Python,"['Python', 'TypeScript', 'Emacs Lisp', 'HTML', 'JavaScript', 'CSS', 'Shell', 'Dockerfile', 'Java']",2021-08-16T01:48:44Z,2025-03-03T21:27:05Z
vscodium,26505,1191,26505,126,Shell,"['Shell', 'XSLT', 'PowerShell', 'Python']",2018-08-13T14:26:58Z,2025-03-03T20:48:38Z
kitty,26491,1045,26491,24,Python,"['Python', 'C', 'Go', 'Objective-C', 'Shell', 'GLSL', 'Nix', 'Makefile', 'Vim Script', 'Ruby']",2016-10-16T14:48:28Z,2025-03-03T21:10:28Z
create-t3-app,26485,1242,26485,84,TypeScript,"['TypeScript', 'Astro', 'CSS', 'JavaScript', 'Shell']",2022-05-24T13:31:01Z,2025-03-03T21:41:27Z
nodemon,26469,1735,26469,8,JavaScript,"['JavaScript', 'HTML', 'jq', 'CSS', 'Dockerfile', 'Shell']",2010-10-03T12:50:52Z,2025-03-03T20:46:24Z
spleeter,26461,2890,26461,257,Python,"['Python', 'Dockerfile', 'TeX', 'Jupyter Notebook', 'Shell']",2019-09-26T15:40:46Z,2025-03-03T20:52:55Z
srs,26454,5444,26454,250,C++,"['C++', 'JavaScript', 'Go', 'HTML', 'Shell', 'Python', 'NSIS', 'CMake', 'Lua', 'Makefile', 'Dockerfile', 'Batchfile', 'CSS', 'C']",2015-04-29T06:59:32Z,2025-03-03T14:44:36Z
GoodbyeDPI,26416,1963,26416,137,C,"['C', 'Makefile']",2017-05-16T18:48:52Z,2025-03-03T21:10:01Z
the_silver_searcher,26381,1433,26381,560,C,"['C', 'Perl', 'M4', 'Shell', 'Makefile', 'Python']",2011-11-19T19:50:47Z,2025-03-03T19:31:20Z
ChatDev,26347,3344,26347,48,Python,"['Python', 'Shell', 'HTML', 'JavaScript', 'CSS', 'Dockerfile']",2023-08-28T02:18:13Z,2025-03-03T17:33:04Z
quasar,26330,3576,26330,612,JavaScript,"['JavaScript', 'CSS', 'Vue', 'Sass', 'TypeScript', 'HTML', 'Shell', 'SCSS', 'Java']",2015-10-05T15:45:36Z,2025-03-03T19:57:21Z
Detectron,26320,5452,26320,331,Python,"['Python', 'CMake', 'Cython', 'C++', 'MATLAB', 'Cuda', 'Dockerfile', 'Makefile']",2017-10-05T17:32:00Z,2025-03-03T12:38:19Z
miaosha,26266,6618,26266,4,Java,"['Java', 'FreeMarker', 'HTML', 'PHP', 'Lua']",2018-09-14T04:36:24Z,2025-03-03T11:22:54Z
nprogress,26251,1810,26251,134,JavaScript,"['JavaScript', 'HTML', 'CSS']",2013-08-20T13:58:02Z,2025-03-03T20:06:03Z
emscripten,26238,3362,26238,2227,C++,"['C++', 'C', 'JavaScript', 'Python', 'HTML', 'CSS', 'Batchfile', 'Assembly', 'CMake', 'NASL', 'Shell', 'Makefile', 'Roff', 'PowerShell', 'TypeScript', 'Rust']",2011-02-12T05:23:30Z,2025-03-03T21:07:54Z
ExplorerPatcher,26230,1101,26230,241,C,"['C', 'C++', 'Batchfile', 'Assembly']",2021-08-09T14:17:24Z,2025-03-03T21:06:45Z
cmder,26221,2044,26221,59,C++,"['C++', 'PowerShell', 'Batchfile', 'C']",2013-07-09T07:44:22Z,2025-03-03T20:46:54Z
Signal-Android,26203,6286,26203,387,Kotlin,"['Kotlin', 'Java', 'Handlebars', 'Python', 'CSS', 'Dockerfile', 'JavaScript', 'C++', 'Makefile']",2011-12-15T20:01:12Z,2025-03-03T21:45:05Z
jumpserver,26163,5407,26163,46,Python,"['Python', 'CSS', 'Shell', 'Go', 'Java', 'Dockerfile']",2014-07-04T03:54:59Z,2025-03-03T14:26:45Z
nginx,26163,7177,26163,174,C,"['C', 'Vim Script', 'XS', 'Perl', 'Makefile', 'Shell', 'C++']",2015-06-23T10:26:27Z,2025-03-03T21:22:35Z
awesome-electron,26157,2031,26157,8,,[],2015-04-23T11:48:53Z,2025-03-03T20:54:59Z
next-auth,26132,3724,26132,416,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'Svelte', 'PLpgSQL', 'Pug', 'Dockerfile', 'HTML']",2018-01-27T12:28:16Z,2025-03-03T21:48:40Z
fastText,26094,4738,26094,555,HTML,"['HTML', 'C++', 'JavaScript', 'Python', 'CSS', 'Shell', 'Makefile', 'CMake', 'Perl']",2016-07-16T13:38:42Z,2025-03-02T20:23:17Z
lottie-ios,26081,3774,26081,27,Swift,"['Swift', 'Ruby', 'JavaScript']",2016-10-06T22:38:38Z,2025-03-03T20:29:01Z
awesome-vscode,26047,1246,26047,68,JavaScript,['JavaScript'],2016-02-07T23:02:45Z,2025-03-03T12:35:07Z
darknet,26043,21324,26043,1979,C,"['C', 'Cuda', 'Python', 'C++', 'Makefile', 'Shell']",2014-04-11T07:59:16Z,2025-03-03T12:40:27Z
supervision,26038,1964,26038,110,Python,['Python'],2022-11-28T14:08:44Z,2025-03-03T21:53:29Z
DeepSpeech,25998,4021,25998,151,C++,"['C++', 'Python', 'C', 'Shell', 'C#', 'Swift', 'Java', 'Makefile', 'CMake', 'TypeScript', 'SWIG', 'JavaScript', 'Starlark', 'Awk', 'Ruby', 'Objective-C']",2016-06-02T15:04:53Z,2025-03-03T20:31:41Z
ItChat,25981,5681,25981,301,Python,['Python'],2016-01-19T07:49:48Z,2025-03-03T13:44:41Z
hacker-laws,25964,1515,25964,143,Shell,['Shell'],2018-01-25T03:46:34Z,2025-03-02T15:50:49Z
go-patterns,25961,2243,25961,65,Go,['Go'],2015-12-14T22:05:06Z,2025-03-03T21:08:17Z
select2,25958,6252,25958,144,JavaScript,"['JavaScript', 'HTML', 'SCSS']",2012-03-04T18:43:12Z,2025-03-03T20:02:00Z
desktop,25928,676,25928,913,JavaScript,"['JavaScript', 'C++', 'CSS', 'HTML', 'Python', 'PowerShell', 'Shell', 'C']",2024-03-28T00:05:55Z,2025-03-03T21:47:52Z
fonts,25918,3200,25918,181,Shell,"['Shell', 'PowerShell']",2012-12-19T13:31:50Z,2025-03-03T18:53:36Z
table,25906,3134,25906,242,TypeScript,"['TypeScript', 'JavaScript', 'Svelte']",2016-10-20T17:25:08Z,2025-03-03T20:26:32Z
refined-github,25895,1521,25895,122,TypeScript,"['TypeScript', 'CSS', 'JavaScript', 'HTML', 'Swift', 'Svelte', 'Shell']",2016-02-15T16:45:02Z,2025-03-03T20:10:32Z
llm.c,25891,2972,25891,194,Cuda,"['Cuda', 'Python', 'C', 'C++', 'Shell', 'Makefile', 'Jupyter Notebook']",2024-04-08T16:58:11Z,2025-03-03T20:00:17Z
fyne,25874,1424,25874,706,Go,"['Go', 'C', 'JavaScript', 'Objective-C', 'Java', 'GLSL', 'HTML', 'Makefile', 'Assembly', 'CSS']",2018-02-04T22:07:16Z,2025-03-03T21:41:35Z
everyone-can-use-english,25870,3843,25870,59,TypeScript,"['TypeScript', 'Metal', 'Jupyter Notebook', 'HTML', 'JavaScript', 'Vue', 'SCSS', 'CSS', 'Go', 'Shell', 'AppleScript']",2019-03-15T16:33:53Z,2025-03-03T13:06:50Z
setup-ipsec-vpn,25859,6367,25859,0,Shell,['Shell'],2016-01-07T16:44:12Z,2025-03-03T19:11:48Z
awesome-datascience,25858,6010,25858,6,,[],2014-07-05T07:07:43Z,2025-03-03T21:50:45Z
iced,25852,1244,25852,352,Rust,"['Rust', 'WGSL', 'RenderScript']",2019-07-15T22:34:46Z,2025-03-03T20:30:40Z
1Panel,25845,2309,25845,618,Go,"['Go', 'Vue', 'Makefile', 'Shell', 'PHP']",2022-07-19T15:44:52Z,2025-03-03T19:44:01Z
Telegram,25840,8282,25840,399,Java,"['Java', 'C++', 'C', 'Assembly', 'Perl', 'Go', 'PHP', 'CMake', 'NASL', 'Objective-C++', 'Python', 'HTML', 'Objective-C', 'GLSL', 'JavaScript', 'Shell', 'Raku', 'MATLAB', 'Roff', 'Dockerfile', 'CSS', 'Makefile']",2013-10-25T14:08:10Z,2025-03-03T16:06:29Z
exo,25836,1556,25836,346,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Shell']",2024-06-24T18:36:22Z,2025-03-03T21:09:37Z
