name,stars,forks,watchers,open_issues,primary_language,languages,created_at,updated_at
trackerslist,48872,6640,48872,8,,[],2016-04-24T11:57:57Z,2025-03-03T21:43:11Z
chinese-poetry,48759,9779,48759,122,JavaScript,"['JavaScript', 'Python']",2016-09-02T03:32:25Z,2025-03-03T13:52:36Z
marktext,48724,3583,48724,1257,JavaScript,"['JavaScript', 'Vue', 'CSS', 'EJS', 'HTML', 'NSIS']",2017-11-12T16:05:25Z,2025-03-03T21:25:20Z
MetaGPT,48710,5773,48710,83,Python,"['Python', 'JavaScript', 'TypeScript', 'Shell', 'Dockerfile']",2023-06-30T09:04:55Z,2025-03-03T21:23:52Z
OpenHands,48629,5345,48629,301,Python,"['Python', 'TypeScript', 'Shell', 'JavaScript', 'Jinja', 'Makefile', 'Dockerfile', 'CSS', 'HTML']",2024-03-13T03:33:31Z,2025-03-03T21:52:00Z
etcd,48546,9889,48546,422,Go,"['Go', 'Shell', 'Jsonnet', 'Makefile', 'Procfile', 'Dockerfile']",2013-07-06T21:57:21Z,2025-03-03T19:57:22Z
Ghost,48532,10580,48532,198,JavaScript,"['JavaScript', 'TypeScript', 'CSS', 'Handlebars', 'HTML', 'MDX', 'Shell', 'Dockerfile', 'XSLT']",2013-05-04T11:09:13Z,2025-03-03T21:11:07Z
go-ethereum,48504,20637,48504,301,Go,"['Go', 'C', 'JavaScript', 'Assembly', 'Shell', 'Java', 'Sage', 'M4', 'NSIS', 'Smarty', 'Python', 'Solidity', 'Makefile', 'HTML', 'Dockerfile']",2013-12-26T13:05:46Z,2025-03-03T19:42:14Z
awesome-ios,48352,6878,48352,4,Swift,['Swift'],2014-07-10T16:03:45Z,2025-03-03T18:49:10Z
cypress,48279,3260,48279,1417,TypeScript,"['TypeScript', 'JavaScript', 'Vue', 'HTML', 'SCSS', 'CSS', 'Shell', 'Svelte', 'CoffeeScript', 'EJS']",2015-03-04T00:46:28Z,2025-03-03T19:39:31Z
powerlevel10k,48158,2254,48158,98,Shell,"['Shell', 'C++', 'Makefile']",2019-02-24T19:09:45Z,2025-03-03T20:53:10Z
FFmpeg,48128,12428,48128,3,C,"['C', 'Assembly', 'Makefile', 'C++', 'Objective-C', 'Cuda', 'Shell', 'Perl', 'Metal', 'Python', 'Awk', 'HTML', 'Ruby', 'Verilog', 'Roff']",2011-04-14T14:12:38Z,2025-03-03T21:20:09Z
moment,48081,7053,48081,276,JavaScript,"['JavaScript', 'TypeScript', 'Shell']",2011-03-01T02:46:06Z,2025-03-03T21:50:08Z
RxJava,48031,7604,48031,13,Java,"['Java', 'CSS', 'Shell']",2013-01-08T20:11:48Z,2025-03-03T10:18:54Z
hacker-scripts,48031,6651,48031,69,JavaScript,"['JavaScript', 'Python', 'Java', 'Perl', 'Kotlin', 'Clojure', 'PowerShell', 'Go', 'Ruby', 'C#', 'Shell', 'R', 'PHP', 'Scala', 'Groovy', 'CoffeeScript']",2015-11-21T19:05:09Z,2025-03-03T20:18:06Z
joplin,47961,5205,47961,502,TypeScript,"['TypeScript', 'JavaScript', 'Rust', 'HTML', 'CSS', 'Java', 'Mustache', 'Objective-C', 'Handlebars', 'Shell', 'SCSS', 'C++', 'Kotlin', 'Ruby', 'Objective-C++', 'CMake', 'MDX', 'Starlark', 'C', 'Swift', 'Batchfile']",2017-01-16T21:49:41Z,2025-03-03T20:13:04Z
mastodon,47854,7113,47854,4091,Ruby,"['Ruby', 'JavaScript', 'TypeScript', 'SCSS', 'Haml', 'Dockerfile', 'HTML', 'Shell', 'Procfile', 'CSS']",2016-02-22T15:01:25Z,2025-03-03T17:00:39Z
hiring-without-whiteboards,47608,3712,47608,18,JavaScript,['JavaScript'],2017-03-15T05:09:01Z,2025-03-03T21:34:30Z
dayjs,47504,2332,47504,1081,JavaScript,['JavaScript'],2018-04-10T09:26:44Z,2025-03-03T16:00:04Z
appwrite,47479,4215,47479,749,TypeScript,"['TypeScript', 'PHP', 'Dockerfile', 'Shell']",2019-04-08T16:36:25Z,2025-03-03T21:45:09Z
llm-course,47383,5031,47383,62,Jupyter Notebook,['Jupyter Notebook'],2023-06-17T22:16:25Z,2025-03-03T21:33:22Z
professional-programming,47377,3755,47377,1,Python,"['Python', 'HTML']",2015-11-07T05:07:52Z,2025-03-03T19:58:31Z
gitea,47369,5689,47369,2770,Go,"['Go', 'Handlebars', 'Roff', 'TypeScript', 'CSS', 'Vue', 'JavaScript', 'Shell', 'Makefile', 'Jsonnet', 'Less', 'Dockerfile', 'Nix']",2016-11-01T02:13:26Z,2025-03-03T21:36:05Z
starship,47350,2049,47350,834,Rust,"['Rust', 'Shell', 'PowerShell', 'Lua', 'Xonsh', 'HTML', 'Nu', 'Elvish']",2019-04-02T03:23:12Z,2025-03-03T21:23:54Z
ImHex,47294,2042,47294,221,C++,"['C++', 'CMake', 'Objective-C', 'C#', 'GLSL', 'Python', 'GDB']",2020-11-10T14:27:00Z,2025-03-03T19:58:31Z
algorithm-visualizer,47181,7339,47181,66,JavaScript,"['JavaScript', 'SCSS', 'HTML', 'Java', 'C++']",2016-05-15T00:27:45Z,2025-03-03T21:23:38Z
first-contributions,47079,83500,47079,71,,[],2016-09-20T14:35:09Z,2025-03-03T20:41:11Z
big-list-of-naughty-strings,46984,2150,46984,106,Python,"['Python', 'Go', 'Shell', 'Makefile']",2015-08-08T20:57:20Z,2025-03-03T19:13:33Z
PaddleOCR,46914,8033,46914,90,Python,"['Python', 'C++', 'Shell', 'Java', 'CMake', 'Cuda', 'C', 'Makefile', 'JavaScript', 'C#', 'Dockerfile', 'Cython', 'HTML']",2020-05-08T10:38:16Z,2025-03-03T20:23:26Z
awesome-wechat-weapp,46867,8735,46867,2,,[],2016-09-22T20:04:48Z,2025-03-03T20:11:03Z
Motrix,46827,4609,46827,750,JavaScript,"['JavaScript', 'Vue', 'SCSS', 'EJS', 'HTML']",2018-12-18T11:45:05Z,2025-03-03T18:49:37Z
alist,46740,6030,46740,398,Go,"['Go', 'Shell', 'Dockerfile', 'Makefile']",2020-12-23T17:40:29Z,2025-03-03T17:44:01Z
PowerShell,46637,7517,46637,1125,C#,"['C#', 'PowerShell', 'Roff', 'Shell', 'Rich Text Format', 'HTML', 'XSLT', 'Dockerfile', 'Batchfile']",2016-01-13T23:41:35Z,2025-03-03T20:47:47Z
serverless,46604,5741,46604,1236,JavaScript,"['JavaScript', 'Java', 'Python', 'Ruby', 'TypeScript']",2015-04-21T03:48:40Z,2025-03-03T20:47:30Z
100-Days-Of-ML-Code,46590,10802,46590,61,,[],2018-07-05T09:11:43Z,2025-03-03T21:34:13Z
julia,46507,5547,46507,5016,Julia,"['Julia', 'C', 'C++', 'Scheme', 'Makefile', 'LLVM', 'Clojure', 'Shell', 'Objective-C', 'PHP', 'Assembly', 'Inno Setup', 'Python', 'Rich Text Format', 'DTrace', 'AppleScript', 'GDB']",2011-04-21T07:01:50Z,2025-03-03T21:04:45Z
okhttp,46180,9193,46180,165,Kotlin,"['Kotlin', 'Java', 'Shell']",2012-07-23T13:42:55Z,2025-03-03T20:54:15Z
AFFiNE,46179,3059,46179,445,TypeScript,"['TypeScript', 'Swift', 'Rust', 'JavaScript', 'Kotlin', 'C', 'HTML', 'CSS', 'Shell', 'Ruby', 'Java', 'Dockerfile', 'Objective-C', 'NSIS']",2022-07-31T18:45:21Z,2025-03-03T21:29:18Z
design-patterns-for-humans,46036,5375,46036,16,,[],2017-02-16T21:24:39Z,2025-03-03T21:10:30Z
react,45980,4175,45980,4,JavaScript,"['JavaScript', 'CSS', 'Shell']",2018-06-02T04:08:16Z,2025-03-03T16:51:21Z
learn-regex,45921,6266,45921,71,,[],2017-07-22T12:21:03Z,2025-03-03T19:53:50Z
Projects,45869,10618,45869,88,,[],2013-07-04T13:37:27Z,2025-03-03T21:31:41Z
v2ray-core,45805,8957,45805,10,Go,"['Go', 'Starlark', 'Shell', 'Dockerfile', 'Assembly']",2015-09-04T11:42:53Z,2025-03-03T19:55:58Z
x64dbg,45534,2505,45534,598,C++,"['C++', 'C', 'CSS', 'QMake', 'Batchfile', 'CMake', 'Assembly']",2015-04-11T20:48:23Z,2025-03-03T20:22:57Z
gogs,45532,4884,45532,953,Go,"['Go', 'Less', 'JavaScript', 'Shell', 'Batchfile', 'Dockerfile', 'Procfile']",2014-02-12T01:57:08Z,2025-03-03T19:29:19Z
huginn,45066,3893,45066,679,Ruby,"['Ruby', 'HTML', 'JavaScript', 'Shell', 'SCSS', 'Dockerfile', 'Procfile', 'Makefile']",2013-03-10T06:00:31Z,2025-03-03T21:34:49Z
30-Days-Of-Python,44843,8579,44843,189,Python,"['Python', 'CSS', 'HTML', 'Procfile']",2019-11-19T17:24:16Z,2025-03-03T20:53:50Z
architecture-samples,44799,11702,44799,202,Kotlin,['Kotlin'],2016-02-05T13:42:07Z,2025-03-03T19:30:38Z
quill,44750,3460,44750,520,TypeScript,"['TypeScript', 'MDX', 'JavaScript', 'SCSS', 'Stylus', 'CSS', 'HTML', 'Shell']",2012-07-30T23:23:18Z,2025-03-03T20:03:26Z
pandas,44743,18277,44743,3715,Python,"['Python', 'Cython', 'HTML', 'C', 'Shell', 'Meson', 'Smarty', 'CSS', 'Dockerfile', 'XSLT']",2010-08-24T01:37:33Z,2025-03-03T21:32:15Z
pixijs,44645,4838,44645,412,TypeScript,"['TypeScript', 'JavaScript', 'WGSL', 'GLSL', 'Shell']",2013-01-21T22:40:50Z,2025-03-03T21:22:00Z
json,44604,6881,44604,111,C++,"['C++', 'CMake', 'Python', 'Makefile', 'Starlark', 'Jinja', 'HTML', 'Meson', 'Swift', 'Cuda']",2013-07-04T08:47:49Z,2025-03-03T18:46:39Z
meteor,44583,5205,44583,353,JavaScript,"['JavaScript', 'TypeScript', 'Shell', 'Java', 'Swift', 'CSS', 'PowerShell', 'HTML', 'CoffeeScript', 'Vue', 'Objective-C', 'Batchfile', 'Ruby', 'Less', 'Stylus', 'Svelte']",2012-01-19T01:58:17Z,2025-03-03T19:45:50Z
type-challenges,44569,4848,44569,31465,TypeScript,"['TypeScript', 'HTML', 'CSS', 'JavaScript', 'Shell']",2020-07-23T14:33:11Z,2025-03-03T20:47:13Z
jest,44568,6521,44568,335,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Prolog', 'Shell', 'Handlebars']",2013-12-10T00:18:04Z,2025-03-03T17:54:58Z
AdminLTE,44393,18171,44393,149,Astro,"['Astro', 'SCSS', 'TypeScript', 'MDX', 'JavaScript', 'HTML']",2013-12-25T02:52:40Z,2025-03-03T21:28:16Z
Deep-Live-Cam,44388,6535,44388,12,Python,"['Python', 'Batchfile']",2023-09-24T13:19:31Z,2025-03-03T21:48:26Z
terraform,44316,9708,44316,1998,Go,"['Go', 'MDX', 'HCL', 'Shell', 'Makefile', 'Dockerfile']",2014-03-13T22:25:48Z,2025-03-03T20:47:06Z
open-source-ios-apps,44105,5507,44105,1,,[],2015-01-26T23:32:34Z,2025-03-03T20:57:35Z
pocketbase,44067,2133,44067,21,Go,"['Go', 'Svelte', 'SCSS', 'CSS', 'JavaScript', 'HTML', 'Makefile']",2022-07-05T06:06:21Z,2025-03-03T21:04:05Z
30-Days-Of-JavaScript,44027,10182,44027,355,JavaScript,"['JavaScript', 'HTML']",2019-12-23T14:07:40Z,2025-03-03T21:27:59Z
query,44011,3050,44011,115,TypeScript,"['TypeScript', 'JavaScript', 'Svelte', 'HTML', 'Vue', 'CSS']",2019-09-10T19:23:58Z,2025-03-03T21:00:04Z
PythonDataScienceHandbook,43989,18110,43989,216,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'HTML', 'CSS', 'Less', 'Makefile']",2016-08-10T14:24:36Z,2025-03-03T18:53:49Z
fuels-ts,43889,1373,43889,102,TypeScript,"['TypeScript', 'Sway', 'JavaScript', 'CSS', 'Handlebars', 'Shell', 'HTML', 'Vue']",2021-09-03T18:11:03Z,2025-03-03T08:30:02Z
fuels-rs,43879,1352,43879,96,Rust,"['Rust', 'Sway', 'Shell']",2021-10-31T22:33:54Z,2025-03-03T08:30:05Z
htmx,43770,1415,43770,610,JavaScript,"['JavaScript', 'HTML', 'CSS', 'TypeScript', 'Ruby', 'Shell']",2020-04-13T16:17:51Z,2025-03-03T21:51:50Z
hyper,43754,3530,43754,995,TypeScript,"['TypeScript', 'Shell', 'NSIS', 'HTML', 'JavaScript', 'Batchfile']",2016-07-01T06:01:21Z,2025-03-03T18:44:13Z
awesome-react-components,43708,3565,43708,19,,[],2016-06-24T15:19:33Z,2025-03-03T20:49:18Z
parcel,43692,2268,43692,614,JavaScript,"['JavaScript', 'Rust', 'TypeScript', 'HTML', 'CSS', 'Vue', 'Shell', 'SCSS', 'Elm', 'Less', 'Pug', 'GLSL', 'XSLT', 'MDX', 'Stylus', 'Makefile', 'Sass', 'CoffeeScript', 'SugarSS', 'Kotlin', 'Reason']",2017-08-07T16:36:47Z,2025-03-03T20:51:40Z
zx,43659,1124,43659,12,JavaScript,"['JavaScript', 'TypeScript']",2021-05-05T05:50:01Z,2025-03-03T19:02:41Z
Fooocus,43552,6547,43552,259,Python,"['Python', 'JavaScript', 'CSS', 'Dockerfile', 'Jupyter Notebook', 'Shell']",2023-08-09T18:43:40Z,2025-03-03T21:21:02Z
TensorFlow-Examples,43542,14913,43542,224,Jupyter Notebook,"['Jupyter Notebook', 'Python']",2015-11-11T14:21:19Z,2025-03-03T14:46:43Z
build-web-application-with-golang,43443,10627,43443,133,Go,"['Go', 'Groovy', 'Shell', 'Python']",2012-08-02T11:49:35Z,2025-03-03T20:46:41Z
babel,43435,5676,43435,789,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Makefile', 'HTML', 'Batchfile']",2014-09-28T13:38:23Z,2025-03-03T21:23:50Z
discourse,43384,8454,43384,89,Ruby,"['Ruby', 'JavaScript', 'HTML', 'Handlebars', 'SCSS', 'Mustache', 'Shell', 'CSS']",2013-01-12T00:25:55Z,2025-03-03T19:54:30Z
CppCoreGuidelines,43350,5462,43350,256,CSS,"['CSS', 'Python', 'HTML', 'Makefile']",2015-08-19T20:22:52Z,2025-03-03T20:28:22Z
retrofit,43341,7310,43341,157,HTML,"['HTML', 'Java', 'CSS', 'Kotlin', 'JavaScript']",2010-09-06T21:39:43Z,2025-03-03T14:15:14Z
frontend-dev-bookmarks,43319,5103,43319,124,,[],2013-06-22T13:23:55Z,2025-03-03T18:13:33Z
jadx,43021,4999,43021,416,Java,"['Java', 'Smali', 'Kotlin', 'Lex']",2013-03-18T17:08:21Z,2025-03-03T18:36:33Z
open-source-mac-os-apps,42997,2342,42997,113,,[],2017-11-03T02:35:33Z,2025-03-03T20:49:14Z
awesome-java,42909,7431,42909,13,,[],2014-07-09T10:12:43Z,2025-03-03T21:41:21Z
LLaMA-Factory,42830,5228,42830,345,Python,"['Python', 'Dockerfile', 'Makefile']",2023-05-28T10:09:12Z,2025-03-03T21:11:19Z
text-generation-webui,42723,5517,42723,212,Python,"['Python', 'CSS', 'JavaScript', 'Shell', 'Batchfile', 'Dockerfile', 'Jupyter Notebook']",2022-12-21T04:17:37Z,2025-03-03T20:53:57Z
brew,42702,10047,42702,94,Ruby,"['Ruby', 'Shell', 'Roff', 'HTML', 'Rich Text Format', 'Swift', 'Dockerfile', 'CMake', 'PostScript']",2016-03-06T05:08:38Z,2025-03-03T21:36:10Z
lazydocker,42645,1345,42645,191,Go,"['Go', 'Shell', 'Dockerfile']",2019-05-18T08:53:50Z,2025-03-03T19:56:02Z
react-use,42617,3203,42617,613,TypeScript,"['TypeScript', 'JavaScript']",2018-10-27T10:16:05Z,2025-03-03T19:31:22Z
lx-music-desktop,42594,6146,42594,834,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Less', 'HTML']",2019-08-14T14:31:08Z,2025-03-03T21:39:49Z
react-hook-form,42555,2138,42555,71,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']",2019-03-05T23:47:10Z,2025-03-03T17:52:44Z
grpc,42539,10680,42539,1019,C++,"['C++', 'Python', 'C', 'Starlark', 'Shell', 'Ruby', 'Objective-C', 'PHP', 'Cython', 'Dockerfile', 'Objective-C++', 'C#', 'Batchfile', 'Go', 'CMake', 'Swift', 'XSLT', 'PowerShell', 'Java', 'Pawn', 'JavaScript', 'Awk', 'Mako', 'CSS', 'HTML']",2014-12-08T18:58:53Z,2025-03-03T21:52:40Z
kubernetes-the-hard-way,42518,14472,42518,249,,[],2016-07-07T14:15:27Z,2025-03-03T21:38:09Z
front-end-interview-handbook,42431,5859,42431,14,MDX,"['MDX', 'JavaScript', 'CSS']",2018-01-13T19:40:08Z,2025-03-03T21:14:28Z
vaultwarden,42239,2001,42239,21,Rust,"['Rust', 'Handlebars', 'Jinja', 'Shell', 'HCL', 'Python', 'Makefile']",2018-02-17T22:40:20Z,2025-03-03T21:37:03Z
Leaflet,42160,5887,42160,556,JavaScript,"['JavaScript', 'HTML', 'Handlebars', 'CSS']",2010-09-22T16:57:44Z,2025-03-03T19:58:30Z
ragflow,42116,3740,42116,1230,TypeScript,"['TypeScript', 'Python', 'Less', 'HTML', 'JavaScript', 'CSS', 'Dockerfile', 'Shell', 'Smarty']",2023-12-12T06:13:13Z,2025-03-03T21:47:27Z
Rocket.Chat,42111,11331,42111,3184,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'SCSS', 'Dockerfile', 'PEG.js', 'Shell', 'PHP', 'EJS', 'Smarty', 'Batchfile', 'Handlebars', 'Raku']",2015-05-19T07:36:09Z,2025-03-03T21:49:42Z
dbeaver,42022,3586,42022,2942,Java,"['Java', 'C++', 'ANTLR', 'CSS', 'HTML', 'XSLT', 'Batchfile', 'Shell']",2015-10-21T08:26:28Z,2025-03-03T19:17:34Z
git-flight-rules,42016,3198,42016,18,,[],2014-07-22T20:35:09Z,2025-03-03T21:16:23Z
uv,41973,1181,41973,1388,Rust,"['Rust', 'Python', 'Shell', 'Mustache', 'Batchfile', 'Nushell', 'PowerShell', 'Dockerfile', 'Jupyter Notebook', 'C', 'RenderScript']",2023-10-02T20:24:11Z,2025-03-03T21:29:50Z
pm2,41961,2632,41961,1019,JavaScript,"['JavaScript', 'Shell', 'Smarty', 'Dockerfile', 'Python']",2013-05-21T03:25:25Z,2025-03-03T15:50:04Z
maybe,41916,2974,41916,26,Ruby,"['Ruby', 'HTML', 'JavaScript', 'CSS', 'Dockerfile', 'Shell']",2024-01-01T22:23:46Z,2025-03-03T21:37:17Z
awesome-cheatsheets,41767,6368,41767,119,JavaScript,"['JavaScript', 'CSS', 'Shell', 'PHP', 'HTML', 'Python']",2017-11-09T02:47:15Z,2025-03-03T20:48:25Z
Alamofire,41715,7599,41715,43,Swift,"['Swift', 'Ruby']",2014-07-31T05:56:19Z,2025-03-03T21:00:48Z
JeecgBoot,41709,15105,41709,43,Java,"['Java', 'Vue', 'Less', 'TypeScript', 'Dockerfile', 'JavaScript']",2018-11-26T10:40:00Z,2025-03-03T19:54:01Z
edex-ui,41692,2667,41692,6,JavaScript,"['JavaScript', 'CSS', 'HTML']",2017-01-28T09:35:02Z,2025-03-03T18:22:39Z
GPT-SoVITS,41591,4645,41591,770,Python,"['Python', 'Jupyter Notebook', 'Cuda', 'C', 'Shell', 'Dockerfile', 'C++', 'PowerShell', 'Batchfile']",2024-01-14T18:05:21Z,2025-03-03T20:49:12Z
monaco-editor,41582,3676,41582,670,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS', 'Shell', 'SCSS']",2016-06-07T16:56:31Z,2025-03-03T18:57:52Z
awesome-design-patterns,41512,3003,41512,20,,[],2018-06-04T17:47:48Z,2025-03-03T21:52:10Z
yarn,41505,2734,41505,2067,JavaScript,"['JavaScript', 'Shell', 'PowerShell', 'Groovy', 'Batchfile']",2016-01-19T17:39:16Z,2025-03-03T10:56:55Z
acme.sh,41375,5155,41375,1239,Shell,"['Shell', 'Dockerfile']",2015-12-26T12:56:33Z,2025-03-03T16:42:02Z
prisma,41360,1647,41360,2215,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Dockerfile', 'PLpgSQL', 'Batchfile', 'TSQL']",2019-06-20T13:33:47Z,2025-03-03T21:46:13Z
LLMs-from-scratch,41284,5565,41284,0,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Dockerfile']",2023-07-23T18:15:57Z,2025-03-03T20:20:51Z
reactjs-interview-questions,41182,9728,41182,10,JavaScript,"['JavaScript', 'HTML', 'CSS']",2018-05-31T17:17:01Z,2025-03-03T21:49:02Z
FreeDomain,41179,927,41179,8,HTML,"['HTML', 'Python']",2024-05-30T13:23:00Z,2025-03-03T15:43:18Z
what-happens-when,41145,5661,41145,2085,,[],2013-11-07T04:30:06Z,2025-03-03T21:52:16Z
vue2-elm,41056,12431,41056,117,Vue,"['Vue', 'JavaScript', 'SCSS', 'HTML']",2016-12-23T01:49:20Z,2025-03-03T12:11:43Z
metabase,41047,5400,41047,4052,Clojure,"['Clojure', 'TypeScript', 'JavaScript', 'CSS', 'MDX', 'Handlebars', 'Shell', 'HTML', 'Emacs Lisp', 'Dockerfile', 'Mustache']",2015-02-02T19:25:47Z,2025-03-03T21:52:11Z
ChatGLM-6B,41031,5236,41031,597,Python,"['Python', 'Shell']",2023-03-13T12:00:18Z,2025-03-03T16:08:24Z
pyenv,41010,3123,41010,72,Roff,"['Roff', 'Shell', 'Python', 'Makefile', 'C', 'Dockerfile', 'Vim Script']",2012-08-31T06:57:52Z,2025-03-03T21:45:20Z
python-patterns,41005,6954,41005,16,Python,"['Python', 'Makefile', 'Shell']",2012-06-06T21:02:35Z,2025-03-03T20:15:24Z
odoo,40966,26616,40966,7392,Python,"['Python', 'JavaScript', 'SCSS', 'Fluent', 'CSS', 'HTML', 'Shell', 'NSIS', 'XSLT', 'Sass', 'Vim Script']",2014-05-13T15:38:58Z,2025-03-03T21:49:33Z
dubbo,40764,26487,40764,903,Java,"['Java', 'Groovy', 'Mustache', 'Shell', 'Batchfile', 'JavaScript', 'HTML', 'Lex', 'Dockerfile']",2012-06-19T07:56:02Z,2025-03-03T20:55:11Z
styled-components,40704,2505,40704,313,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML']",2016-08-16T06:41:32Z,2025-03-03T17:47:11Z
spark,40653,28527,40653,210,Scala,"['Scala', 'Python', 'Java', 'Jupyter Notebook', 'HiveQL', 'R', 'PLpgSQL', 'Shell', 'JavaScript', 'ANTLR', 'Dockerfile', 'HTML', 'Batchfile', 'CSS', 'Roff', 'Makefile', 'Thrift', 'q', 'PowerShell', 'C', 'ReScript']",2014-02-25T08:00:08Z,2025-03-03T20:44:44Z
swiper,40594,9746,40594,185,JavaScript,"['JavaScript', 'SCSS', 'Less', 'HTML', 'Python', 'Vue']",2012-03-14T19:11:45Z,2025-03-03T20:06:26Z
autogen,40591,6031,40591,512,Python,"['Python', 'C#', 'TypeScript', 'Jupyter Notebook', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'PowerShell', 'Shell']",2023-08-18T11:43:45Z,2025-03-03T21:47:03Z
ColossalAI,40510,4478,40510,465,Python,"['Python', 'Cuda', 'HTML', 'C++', 'Shell', 'C', 'Dockerfile']",2021-10-28T16:19:44Z,2025-03-03T18:48:18Z
nw.js,40503,3880,40503,940,JavaScript,"['JavaScript', 'C++', 'Python', 'HTML', 'Objective-C++', 'Objective-C', 'Smarty', 'Shell', 'C', 'CSS']",2012-01-04T06:21:10Z,2025-03-03T13:50:52Z
uni-app,40474,3663,40474,1053,JavaScript,"['JavaScript', 'TypeScript', 'Vue', 'CSS', 'HTML', 'SCSS']",2018-07-12T08:52:39Z,2025-03-03T14:33:09Z
diagrams,40365,2590,40365,381,Python,"['Python', 'JavaScript', 'Shell', 'Dockerfile', 'CSS']",2020-02-02T15:23:24Z,2025-03-03T18:58:35Z
CPlusPlusThings,40332,8631,40332,11,C++,"['C++', 'Starlark', 'C']",2019-07-14T08:45:45Z,2025-03-03T15:09:50Z
stablediffusion,40287,5168,40287,296,Python,['Python'],2022-11-23T23:59:50Z,2025-03-03T16:06:31Z
vuetify,40280,6968,40280,671,TypeScript,"['TypeScript', 'Vue', 'Sass', 'SCSS', 'JavaScript', 'HTML', 'Shell', 'Dockerfile']",2016-09-12T00:39:35Z,2025-03-03T17:06:22Z
kong,40252,4874,40252,126,Lua,"['Lua', 'Perl', 'Raku', 'Starlark', 'Shell', 'Python', 'Makefile', 'CSS', 'Dockerfile']",2014-11-17T23:56:08Z,2025-03-03T21:47:38Z
ailearning,40215,11515,40215,2,Python,"['Python', 'JavaScript', 'CSS', 'Jupyter Notebook', 'HTML', 'Shell', 'Dockerfile']",2017-02-25T08:53:02Z,2025-03-03T20:06:53Z
sentry,40155,4272,40155,2372,Python,"['Python', 'TypeScript', 'HTML', 'Less', 'Lua', 'JavaScript', 'PEG.js', 'Shell', 'Makefile', 'Dockerfile', 'EJS', 'Ruby']",2010-08-30T22:06:41Z,2025-03-03T21:43:49Z
vllm,40061,5998,40061,1807,Python,"['Python', 'Cuda', 'C++', 'C', 'Shell', 'CMake', 'Dockerfile']",2023-02-09T11:23:20Z,2025-03-03T21:43:47Z
hexo,40043,4902,40043,97,TypeScript,"['TypeScript', 'JavaScript']",2012-09-23T15:17:08Z,2025-03-03T15:40:44Z
fastlane,39953,5766,39953,834,Ruby,"['Ruby', 'Swift', 'HTML', 'Objective-C', 'Java', 'Shell', 'Lua', 'C', 'JavaScript']",2014-12-02T17:00:38Z,2025-03-03T15:25:12Z
black,39862,2550,39862,362,Python,"['Python', 'Vim Script', 'Jupyter Notebook', 'Dockerfile']",2018-03-14T19:54:45Z,2025-03-03T21:32:59Z
nanoGPT,39794,6522,39794,283,Python,['Python'],2022-12-28T00:51:12Z,2025-03-03T20:49:50Z
nvm-windows,39784,3452,39784,84,Go,"['Go', 'Inno Setup', 'JavaScript', 'Batchfile', 'VBScript']",2014-09-20T16:37:28Z,2025-03-03T21:31:43Z
anything-llm,39738,3807,39738,238,JavaScript,"['JavaScript', 'CSS', 'Dockerfile', 'HTML', 'Shell', 'HCL']",2023-06-04T02:29:14Z,2025-03-03T21:40:42Z
cobra,39592,2898,39592,295,Go,"['Go', 'Makefile']",2013-09-03T20:40:26Z,2025-03-03T18:45:41Z
iina,39575,2604,39575,1806,Swift,"['Swift', 'Objective-C', 'Ruby', 'Rich Text Format', 'Shell', 'JavaScript', 'HTML']",2016-12-19T07:18:45Z,2025-03-03T20:20:54Z
llama_index,39496,5632,39496,729,Python,"['Python', 'Jupyter Notebook', 'Makefile', 'JavaScript', 'Starlark', 'Scheme', 'Dockerfile', 'Shell']",2022-11-02T04:24:54Z,2025-03-03T21:28:57Z
termux-app,39402,4209,39402,413,Java,"['Java', 'C++', 'C', 'Shell', 'Makefile', 'Assembly']",2015-10-23T09:42:46Z,2025-03-03T21:09:58Z
markitdown,39381,1821,39381,183,HTML,"['HTML', 'Python', 'Rich Text Format', 'Jupyter Notebook', 'Dockerfile']",2024-11-13T19:56:40Z,2025-03-03T21:42:17Z
ClickHouse,39302,7143,39302,4317,C++,"['C++', 'Python', 'Shell', 'C', 'Jinja', 'CMake', 'Assembly', 'HTML', 'Dockerfile', 'Clojure', 'ANTLR', 'Rust', 'Java', 'JavaScript', 'Perl', ""Cap'n Proto"", 'C#', 'Go', 'PLpgSQL', 'GAP', 'PHP', 'CSS', 'Vim Script', 'DIGITAL Command Language']",2016-06-02T08:28:18Z,2025-03-03T21:17:51Z
fanqiang,39275,7319,39275,322,Kotlin,"['Kotlin', 'JavaScript', 'HTML', 'Java', 'Shell', 'Python', 'Go', 'Ruby', 'AIDL', 'Batchfile', 'Perl']",2015-01-14T00:34:25Z,2025-03-03T12:20:12Z
